form;field_id;description_en;method;relevant_charge_card;notes
A2;200/07;Memo: line 123 with notice periods — savings bonds;sub;N;
A2;200/08;Memo: line 123 with notice periods — rediscounted bills;sub;N;
A2;200/09;Memo: line 123 with notice periods — liabilities on bills;sub;N;
A2;200/10;Memo: line 123 with notice periods — own acceptances;sub;N;
A2;200/11;Memo: line 123 with notice periods — fiduciary;sub;N;
A2;200/12;Memo: line 123 with notice periods — subordinated;sub;N;
A2;300/01;Memo: line 123/05 not-yet-exercised termination right — overnight;sub;N;
A2;300/02;Memo: line 123/05 not-yet-exercised termination right — ≤1yr;sub;N;
A2;300/03;Memo: line 123/05 not-yet-exercised termination right — >1yr ≤2yr;sub;N;
A2;300/04;Memo: line 123/05 not-yet-exercised termination right — >2yr;sub;N;
A2;300/05;Memo: line 123/05 not-yet-exercised termination right — total cols 01-04;sub;N;
A2;300/07;Memo: line 123/05 not-yet-exercised termination right — savings bonds;sub;N;
A2;300/08;Memo: line 123/05 not-yet-exercised termination right — rediscounted bills;sub;N;
A2;300/09;Memo: line 123/05 not-yet-exercised termination right — liabilities on bills;sub;N;
A2;300/10;Memo: line 123/05 not-yet-exercised termination right — own acceptances;sub;N;
A2;300/11;Memo: line 123/05 not-yet-exercised termination right — fiduciary;sub;N;
A2;300/12;Memo: line 123/05 not-yet-exercised termination right — subordinated;sub;N;
A2;400/01;Memo: line 123/05 already-exercised termination right — overnight;sub;N;
A2;400/02;Memo: line 123/05 already-exercised termination right — ≤1yr;sub;N;
A2;400/03;Memo: line 123/05 already-exercised termination right — >1yr ≤2yr;sub;N;
A2;400/04;Memo: line 123/05 already-exercised termination right — >2yr;sub;N;
A2;400/05;Memo: line 123/05 already-exercised termination right — total cols 01-04;sub;N;
A2;400/07;Memo: line 123/05 already-exercised termination right — savings bonds;sub;N;
A2;400/08;Memo: line 123/05 already-exercised termination right — rediscounted bills;sub;N;
A2;400/09;Memo: line 123/05 already-exercised termination right — liabilities on bills;sub;N;
A2;400/10;Memo: line 123/05 already-exercised termination right — own acceptances;sub;N;
A2;400/11;Memo: line 123/05 already-exercised termination right — fiduciary;sub;N;
A2;400/12;Memo: line 123/05 already-exercised termination right — subordinated;sub;N;
A2;100/01;Banks total (110 + 120) — overnight;calculate;Y;
A2;100/02;Banks total (110 + 120) — ≤1yr;calculate;Y;
A2;100/03;Banks total (110 + 120) — >1yr ≤2yr;calculate;Y;
A2;100/04;Banks total (110 + 120) — >2yr;calculate;Y;
A2;100/05;Banks total (110 + 120) — total cols 01-04;calculate;Y;
A2;100/07;Banks total (110 + 120) — savings bonds;calculate;Y;
A2;100/08;Banks total (110 + 120) — rediscounted bills;calculate;Y;
A2;100/09;Banks total (110 + 120) — liabilities on bills;calculate;Y;
A2;100/10;Banks total (110 + 120) — own acceptances;calculate;Y;
A2;100/11;Banks total (110 + 120) — fiduciary;calculate;Y;
A2;100/12;Banks total (110 + 120) — subordinated;calculate;Y;
A2;110/01;Domestic banks total (111 + 113 + 151 + 114) — overnight;calculate;Y;
A2;110/02;Domestic banks total (111 + 113 + 151 + 114) — ≤1yr;calculate;Y;
A2;110/03;Domestic banks total (111 + 113 + 151 + 114) — >1yr ≤2yr;calculate;Y;
A2;110/04;Domestic banks total (111 + 113 + 151 + 114) — >2yr;calculate;Y;
A2;110/05;Domestic banks total (111 + 113 + 151 + 114) — total cols 01-04;calculate;Y;
A2;110/07;Domestic banks total (111 + 113 + 151 + 114) — savings bonds;calculate;Y;
A2;110/08;Domestic banks total (111 + 113 + 151 + 114) — rediscounted bills;calculate;Y;
A2;110/09;Domestic banks total (111 + 113 + 151 + 114) — liabilities on bills;calculate;Y;
A2;110/10;Domestic banks total (111 + 113 + 151 + 114) — own acceptances;calculate;Y;
A2;110/11;Domestic banks total (111 + 113 + 151 + 114) — fiduciary;calculate;Y;
A2;110/12;Domestic banks total (111 + 113 + 151 + 114) — subordinated;calculate;Y;
A2;120/01;Foreign banks total (121 + 123) — overnight;calculate;Y;
A2;120/02;Foreign banks total (121 + 123) — ≤1yr;calculate;Y;
A2;120/03;Foreign banks total (121 + 123) — >1yr ≤2yr;calculate;Y;
A2;120/04;Foreign banks total (121 + 123) — >2yr;calculate;Y;
A2;120/05;Foreign banks total (121 + 123) — total cols 01-04;calculate;Y;
A2;120/07;Foreign banks total (121 + 123) — savings bonds;calculate;Y;
A2;120/08;Foreign banks total (121 + 123) — rediscounted bills;calculate;Y;
A2;120/09;Foreign banks total (121 + 123) — liabilities on bills;calculate;Y;
A2;120/10;Foreign banks total (121 + 123) — own acceptances;calculate;Y;
A2;120/11;Foreign banks total (121 + 123) — fiduciary;calculate;Y;
A2;120/12;Foreign banks total (121 + 123) — subordinated;calculate;Y;
A3;110/01;Domestic banks (MFIs) — all currencies;input;Y;
A3;110/02;Domestic banks (MFIs) — of which: denominated in euro;input;Y;
A3;121/01;Banks MFIs other euro area — all currencies;input;Y;
A3;121/02;Banks MFIs other euro area — of which: denominated in euro;input;Y;
A3;122/01;Banks outside euro area — all currencies;input;N;
A3;122/02;Banks outside euro area — of which: denominated in euro;input;N;
A3;100/01;Banks total (110 + 120) — all currencies;calculate;Y;
A3;100/02;Banks total (110 + 120) — of which: denominated in euro;calculate;Y;
A3;120/01;Foreign banks (121 + 122) — all currencies;calculate;Y;
A3;120/02;Foreign banks (121 + 122) — of which: denominated in euro;calculate;Y;
B1;111/01;Blank item — ≤1yr;nil;N;
B1;111/02;Blank item — >1yr ≤5yr;nil;N;
B1;111/03;Blank item — >5yr;nil;N;
B1;111/04;Blank item — total cols 01-03;nil;N;
B1;111/05;Blank item — discount credit;nil;N;
B1;111/06;Blank item — bills held;nil;N;
B1;111/07;Blank item — fiduciary loans;nil;N;
B1;111/08;Blank item — syndicated (memo);nil;N;
B1;111/09;Blank item — reverse repo (memo);nil;N;
B1;112/01;Insurance corporations (612 + 712) — ≤1yr;input;N;
B1;112/02;Insurance corporations (612 + 712) — >1yr ≤5yr;input;N;
B1;112/03;Insurance corporations (612 + 712) — >5yr;input;N;
B1;112/04;Insurance corporations (612 + 712) — total cols 01-03;input;N;
B1;112/05;Insurance corporations (612 + 712) — discount credit;input;N;
B1;112/06;Insurance corporations (612 + 712) — bills held;input;N;
B1;112/07;Insurance corporations (612 + 712) — fiduciary loans;input;N;
B1;112/08;Insurance corporations (612 + 712) — syndicated (memo);input;N;
B1;112/09;Insurance corporations (612 + 712) — reverse repo (memo);input;N;
B1;113/01;Other financial intermediaries (613 + 713) — ≤1yr;input;N;
B1;113/02;Other financial intermediaries (613 + 713) — >1yr ≤5yr;input;N;
B1;113/03;Other financial intermediaries (613 + 713) — >5yr;input;N;
B1;113/04;Other financial intermediaries (613 + 713) — total cols 01-03;input;N;
B1;113/05;Other financial intermediaries (613 + 713) — discount credit;input;N;
B1;113/06;Other financial intermediaries (613 + 713) — bills held;input;N;
B1;113/07;Other financial intermediaries (613 + 713) — fiduciary loans;input;N;
B1;113/08;Other financial intermediaries (613 + 713) — syndicated (memo);input;N;
B1;113/09;Other financial intermediaries (613 + 713) — reverse repo (memo);input;N;
B1;114/01;Non-financial corporations — ≤1yr;input;Y;
B1;114/02;Non-financial corporations — >1yr ≤5yr;input;Y;
B1;114/03;Non-financial corporations — >5yr;input;Y;
B1;114/04;Non-financial corporations — total cols 01-03;input;Y;
B1;114/05;Non-financial corporations — discount credit;input;Y;
B1;114/06;Non-financial corporations — bills held;input;Y;
B1;114/07;Non-financial corporations — fiduciary loans;input;Y;
B1;114/08;Non-financial corporations — syndicated (memo);input;Y;
B1;114/09;Non-financial corporations — reverse repo (memo);input;Y;
B1;115/01;  of which: repos (sub 713) — ≤1yr;sub;N;
B1;115/02;  of which: repos (sub 713) — >1yr ≤5yr;sub;N;
B1;115/03;  of which: repos (sub 713) — >5yr;sub;N;
B1;115/04;  of which: repos (sub 713) — total cols 01-03;sub;N;
B1;115/05;  of which: repos (sub 713) — discount credit;sub;N;
B1;115/06;  of which: repos (sub 713) — bills held;sub;N;
B1;115/07;  of which: repos (sub 713) — fiduciary loans;sub;N;
B1;115/08;  of which: repos (sub 713) — syndicated (memo);sub;N;
B1;115/09;  of which: repos (sub 713) — reverse repo (memo);sub;N;
B1;116/01;  of which: central counterparties (sub 713) — ≤1yr;sub;N;
B1;116/02;  of which: central counterparties (sub 713) — >1yr ≤5yr;sub;N;
B1;116/03;  of which: central counterparties (sub 713) — >5yr;sub;N;
B1;116/04;  of which: central counterparties (sub 713) — total cols 01-03;sub;N;
B1;116/05;  of which: central counterparties (sub 713) — discount credit;sub;N;
B1;116/06;  of which: central counterparties (sub 713) — bills held;sub;N;
B1;116/07;  of which: central counterparties (sub 713) — fiduciary loans;sub;N;
B1;116/08;  of which: central counterparties (sub 713) — syndicated (memo);sub;N;
B1;116/09;  of which: central counterparties (sub 713) — reverse repo (memo);sub;N;
B1;117/01;  of which: loans to FVCs (sub 713) — ≤1yr;sub;N;
B1;117/02;  of which: loans to FVCs (sub 713) — >1yr ≤5yr;sub;N;
B1;117/03;  of which: loans to FVCs (sub 713) — >5yr;sub;N;
B1;117/04;  of which: loans to FVCs (sub 713) — total cols 01-03;sub;N;
B1;117/05;  of which: loans to FVCs (sub 713) — discount credit;sub;N;
B1;117/06;  of which: loans to FVCs (sub 713) — bills held;sub;N;
B1;117/07;  of which: loans to FVCs (sub 713) — fiduciary loans;sub;N;
B1;117/08;  of which: loans to FVCs (sub 713) — syndicated (memo);sub;N;
B1;117/09;  of which: loans to FVCs (sub 713) — reverse repo (memo);sub;N;
B1;118/01;  of which: financial auxiliaries (sub 713) — ≤1yr;sub;N;
B1;118/02;  of which: financial auxiliaries (sub 713) — >1yr ≤5yr;sub;N;
B1;118/03;  of which: financial auxiliaries (sub 713) — >5yr;sub;N;
B1;118/04;  of which: financial auxiliaries (sub 713) — total cols 01-03;sub;N;
B1;118/05;  of which: financial auxiliaries (sub 713) — discount credit;sub;N;
B1;118/06;  of which: financial auxiliaries (sub 713) — bills held;sub;N;
B1;118/07;  of which: financial auxiliaries (sub 713) — fiduciary loans;sub;N;
B1;118/08;  of which: financial auxiliaries (sub 713) — syndicated (memo);sub;N;
B1;118/09;  of which: financial auxiliaries (sub 713) — reverse repo (memo);sub;N;
B1;121/01;Economically independent households (incl. sole proprietors) — ≤1yr;input;Y;
B1;121/02;Economically independent households (incl. sole proprietors) — >1yr ≤5yr;input;Y;
B1;121/03;Economically independent households (incl. sole proprietors) — >5yr;input;Y;
B1;121/04;Economically independent households (incl. sole proprietors) — total cols 01-03;input;Y;
B1;121/05;Economically independent households (incl. sole proprietors) — discount credit;input;Y;
B1;121/06;Economically independent households (incl. sole proprietors) — bills held;input;Y;
B1;121/07;Economically independent households (incl. sole proprietors) — fiduciary loans;input;Y;
B1;121/08;Economically independent households (incl. sole proprietors) — syndicated (memo);input;Y;
B1;121/09;Economically independent households (incl. sole proprietors) — reverse repo (memo);input;Y;
B1;122/01;Employed households — ≤1yr;input;Y;
B1;122/02;Employed households — >1yr ≤5yr;input;Y;
B1;122/03;Employed households — >5yr;input;Y;
B1;122/04;Employed households — total cols 01-03;input;Y;
B1;122/05;Employed households — discount credit;input;Y;
B1;122/06;Employed households — bills held;input;Y;
B1;122/07;Employed households — fiduciary loans;input;Y;
B1;122/08;Employed households — syndicated (memo);input;Y;
B1;122/09;Employed households — reverse repo (memo);input;Y;
B1;123/01;Other households — ≤1yr;input;Y;
B1;123/02;Other households — >1yr ≤5yr;input;Y;
B1;123/03;Other households — >5yr;input;Y;
B1;123/04;Other households — total cols 01-03;input;Y;
B1;123/05;Other households — discount credit;input;Y;
B1;123/06;Other households — bills held;input;Y;
B1;123/07;Other households — fiduciary loans;input;Y;
B1;123/08;Other households — syndicated (memo);input;Y;
B1;123/09;Other households — reverse repo (memo);input;Y;
B1;131/01;  of which: non-market producer NPIs (sub 130) — ≤1yr;sub;N;
B1;131/02;  of which: non-market producer NPIs (sub 130) — >1yr ≤5yr;sub;N;
B1;131/03;  of which: non-market producer NPIs (sub 130) — >5yr;sub;N;
B1;131/04;  of which: non-market producer NPIs (sub 130) — total cols 01-03;sub;N;
B1;131/05;  of which: non-market producer NPIs (sub 130) — discount credit;sub;N;
B1;131/06;  of which: non-market producer NPIs (sub 130) — bills held;sub;N;
B1;131/07;  of which: non-market producer NPIs (sub 130) — fiduciary loans;sub;N;
B1;131/08;  of which: non-market producer NPIs (sub 130) — syndicated (memo);sub;N;
B1;131/09;  of which: non-market producer NPIs (sub 130) — reverse repo (memo);sub;N;
B1;140/01;  of which: captive financial institutions (sub 713) — ≤1yr;sub;N;
B1;140/02;  of which: captive financial institutions (sub 713) — >1yr ≤5yr;sub;N;
B1;140/03;  of which: captive financial institutions (sub 713) — >5yr;sub;N;
B1;140/04;  of which: captive financial institutions (sub 713) — total cols 01-03;sub;N;
B1;140/05;  of which: captive financial institutions (sub 713) — discount credit;sub;N;
B1;140/06;  of which: captive financial institutions (sub 713) — bills held;sub;N;
B1;140/07;  of which: captive financial institutions (sub 713) — fiduciary loans;sub;N;
B1;140/08;  of which: captive financial institutions (sub 713) — syndicated (memo);sub;N;
B1;140/09;  of which: captive financial institutions (sub 713) — reverse repo (memo);sub;N;
B1;210/01;Central government — ≤1yr;input;N;
B1;210/02;Central government — >1yr ≤5yr;input;N;
B1;210/03;Central government — >5yr;input;N;
B1;210/04;Central government — total cols 01-03;input;N;
B1;210/05;Central government — discount credit;input;N;
B1;210/06;Central government — bills held;input;N;
B1;210/07;Central government — fiduciary loans;input;N;
B1;210/08;Central government — syndicated (memo);input;N;
B1;210/09;Central government — reverse repo (memo);input;N;
B1;211/01;  of which: off-budget entities (sub 210) — ≤1yr;sub;N;
B1;211/02;  of which: off-budget entities (sub 210) — >1yr ≤5yr;sub;N;
B1;211/03;  of which: off-budget entities (sub 210) — >5yr;sub;N;
B1;211/04;  of which: off-budget entities (sub 210) — total cols 01-03;sub;N;
B1;211/05;  of which: off-budget entities (sub 210) — discount credit;sub;N;
B1;211/06;  of which: off-budget entities (sub 210) — bills held;sub;N;
B1;211/07;  of which: off-budget entities (sub 210) — fiduciary loans;sub;N;
B1;211/08;  of which: off-budget entities (sub 210) — syndicated (memo);sub;N;
B1;211/09;  of which: off-budget entities (sub 210) — reverse repo (memo);sub;N;
B1;220/01;Federal states — ≤1yr;input;N;
B1;220/02;Federal states — >1yr ≤5yr;input;N;
B1;220/03;Federal states — >5yr;input;N;
B1;220/04;Federal states — total cols 01-03;input;N;
B1;220/05;Federal states — discount credit;input;N;
B1;220/06;Federal states — bills held;input;N;
B1;220/07;Federal states — fiduciary loans;input;N;
B1;220/08;Federal states — syndicated (memo);input;N;
B1;220/09;Federal states — reverse repo (memo);input;N;
B1;221/01;  of which: off-budget entities (sub 220) — ≤1yr;sub;N;
B1;221/02;  of which: off-budget entities (sub 220) — >1yr ≤5yr;sub;N;
B1;221/03;  of which: off-budget entities (sub 220) — >5yr;sub;N;
B1;221/04;  of which: off-budget entities (sub 220) — total cols 01-03;sub;N;
B1;221/05;  of which: off-budget entities (sub 220) — discount credit;sub;N;
B1;221/06;  of which: off-budget entities (sub 220) — bills held;sub;N;
B1;221/07;  of which: off-budget entities (sub 220) — fiduciary loans;sub;N;
B1;221/08;  of which: off-budget entities (sub 220) — syndicated (memo);sub;N;
B1;221/09;  of which: off-budget entities (sub 220) — reverse repo (memo);sub;N;
B1;230/01;Local government — ≤1yr;input;N;
B1;230/02;Local government — >1yr ≤5yr;input;N;
B1;230/03;Local government — >5yr;input;N;
B1;230/04;Local government — total cols 01-03;input;N;
B1;230/05;Local government — discount credit;input;N;
B1;230/06;Local government — bills held;input;N;
B1;230/07;Local government — fiduciary loans;input;N;
B1;230/08;Local government — syndicated (memo);input;N;
B1;230/09;Local government — reverse repo (memo);input;N;
B1;231/01;  of which: off-budget entities (sub 230) — ≤1yr;sub;N;
B1;231/02;  of which: off-budget entities (sub 230) — >1yr ≤5yr;sub;N;
B1;231/03;  of which: off-budget entities (sub 230) — >5yr;sub;N;
B1;231/04;  of which: off-budget entities (sub 230) — total cols 01-03;sub;N;
B1;231/05;  of which: off-budget entities (sub 230) — discount credit;sub;N;
B1;231/06;  of which: off-budget entities (sub 230) — bills held;sub;N;
B1;231/07;  of which: off-budget entities (sub 230) — fiduciary loans;sub;N;
B1;231/08;  of which: off-budget entities (sub 230) — syndicated (memo);sub;N;
B1;231/09;  of which: off-budget entities (sub 230) — reverse repo (memo);sub;N;
B1;240/01;Blank item — ≤1yr;nil;N;
B1;240/02;Blank item — >1yr ≤5yr;nil;N;
B1;240/03;Blank item — >5yr;nil;N;
B1;240/04;Blank item — total cols 01-03;nil;N;
B1;240/05;Blank item — discount credit;nil;N;
B1;240/06;Blank item — bills held;nil;N;
B1;240/07;Blank item — fiduciary loans;nil;N;
B1;240/08;Blank item — syndicated (memo);nil;N;
B1;240/09;Blank item — reverse repo (memo);nil;N;
B1;250/01;Social security funds — ≤1yr;input;N;
B1;250/02;Social security funds — >1yr ≤5yr;input;N;
B1;250/03;Social security funds — >5yr;input;N;
B1;250/04;Social security funds — total cols 01-03;input;N;
B1;250/05;Social security funds — discount credit;input;N;
B1;250/06;Social security funds — bills held;input;N;
B1;250/07;Social security funds — fiduciary loans;input;N;
B1;250/08;Social security funds — syndicated (memo);input;N;
B1;250/09;Social security funds — reverse repo (memo);input;N;
B1;251/01;  of which: off-budget entities (sub 250) — ≤1yr;sub;N;
B1;251/02;  of which: off-budget entities (sub 250) — >1yr ≤5yr;sub;N;
B1;251/03;  of which: off-budget entities (sub 250) — >5yr;sub;N;
B1;251/04;  of which: off-budget entities (sub 250) — total cols 01-03;sub;N;
B1;251/05;  of which: off-budget entities (sub 250) — discount credit;sub;N;
B1;251/06;  of which: off-budget entities (sub 250) — bills held;sub;N;
B1;251/07;  of which: off-budget entities (sub 250) — fiduciary loans;sub;N;
B1;251/08;  of which: off-budget entities (sub 250) — syndicated (memo);sub;N;
B1;251/09;  of which: off-budget entities (sub 250) — reverse repo (memo);sub;N;
B1;421/01;Foreign non-banks — enterprises and households — ≤1yr;input;N;
B1;421/02;Foreign non-banks — enterprises and households — >1yr ≤5yr;input;N;
B1;421/03;Foreign non-banks — enterprises and households — >5yr;input;N;
B1;421/04;Foreign non-banks — enterprises and households — total cols 01-03;input;N;
B1;421/05;Foreign non-banks — enterprises and households — discount credit;input;N;
B1;421/06;Foreign non-banks — enterprises and households — bills held;input;N;
B1;421/07;Foreign non-banks — enterprises and households — fiduciary loans;input;N;
B1;421/08;Foreign non-banks — enterprises and households — syndicated (memo);input;N;
B1;421/09;Foreign non-banks — enterprises and households — reverse repo (memo);input;N;
B1;422/01;Foreign non-banks — general government — ≤1yr;input;N;
B1;422/02;Foreign non-banks — general government — >1yr ≤5yr;input;N;
B1;422/03;Foreign non-banks — general government — >5yr;input;N;
B1;422/04;Foreign non-banks — general government — total cols 01-03;input;N;
B1;422/05;Foreign non-banks — general government — discount credit;input;N;
B1;422/06;Foreign non-banks — general government — bills held;input;N;
B1;422/07;Foreign non-banks — general government — fiduciary loans;input;N;
B1;422/08;Foreign non-banks — general government — syndicated (memo);input;N;
B1;422/09;Foreign non-banks — general government — reverse repo (memo);input;N;
B1;423/01;  of which: repos (sub 421) — ≤1yr;sub;N;
B1;423/02;  of which: repos (sub 421) — >1yr ≤5yr;sub;N;
B1;423/03;  of which: repos (sub 421) — >5yr;sub;N;
B1;423/04;  of which: repos (sub 421) — total cols 01-03;sub;N;
B1;423/05;  of which: repos (sub 421) — discount credit;sub;N;
B1;423/06;  of which: repos (sub 421) — bills held;sub;N;
B1;423/07;  of which: repos (sub 421) — fiduciary loans;sub;N;
B1;423/08;  of which: repos (sub 421) — syndicated (memo);sub;N;
B1;423/09;  of which: repos (sub 421) — reverse repo (memo);sub;N;
B1;424/01;  of which: central counterparties (sub 421) — ≤1yr;sub;N;
B1;424/02;  of which: central counterparties (sub 421) — >1yr ≤5yr;sub;N;
B1;424/03;  of which: central counterparties (sub 421) — >5yr;sub;N;
B1;424/04;  of which: central counterparties (sub 421) — total cols 01-03;sub;N;
B1;424/05;  of which: central counterparties (sub 421) — discount credit;sub;N;
B1;424/06;  of which: central counterparties (sub 421) — bills held;sub;N;
B1;424/07;  of which: central counterparties (sub 421) — fiduciary loans;sub;N;
B1;424/08;  of which: central counterparties (sub 421) — syndicated (memo);sub;N;
B1;424/09;  of which: central counterparties (sub 421) — reverse repo (memo);sub;N;
B1;425/01;  of which: FVCs (sub 421) — ≤1yr;sub;N;
B1;425/02;  of which: FVCs (sub 421) — >1yr ≤5yr;sub;N;
B1;425/03;  of which: FVCs (sub 421) — >5yr;sub;N;
B1;425/04;  of which: FVCs (sub 421) — total cols 01-03;sub;N;
B1;425/05;  of which: FVCs (sub 421) — discount credit;sub;N;
B1;425/06;  of which: FVCs (sub 421) — bills held;sub;N;
B1;425/07;  of which: FVCs (sub 421) — fiduciary loans;sub;N;
B1;425/08;  of which: FVCs (sub 421) — syndicated (memo);sub;N;
B1;425/09;  of which: FVCs (sub 421) — reverse repo (memo);sub;N;
B1;426/01;  of which: financial trading (sub 421) — ≤1yr;sub;N;
B1;426/02;  of which: financial trading (sub 421) — >1yr ≤5yr;sub;N;
B1;426/03;  of which: financial trading (sub 421) — >5yr;sub;N;
B1;426/04;  of which: financial trading (sub 421) — total cols 01-03;sub;N;
B1;426/05;  of which: financial trading (sub 421) — discount credit;sub;N;
B1;426/06;  of which: financial trading (sub 421) — bills held;sub;N;
B1;426/07;  of which: financial trading (sub 421) — fiduciary loans;sub;N;
B1;426/08;  of which: financial trading (sub 421) — syndicated (memo);sub;N;
B1;426/09;  of which: financial trading (sub 421) — reverse repo (memo);sub;N;
B1;612/01;Insurance corporations — ≤1yr;input;N;
B1;612/02;Insurance corporations — >1yr ≤5yr;input;N;
B1;612/03;Insurance corporations — >5yr;input;N;
B1;612/04;Insurance corporations — total cols 01-03;input;N;
B1;612/05;Insurance corporations — discount credit;input;N;
B1;612/06;Insurance corporations — bills held;input;N;
B1;612/07;Insurance corporations — fiduciary loans;input;N;
B1;612/08;Insurance corporations — syndicated (memo);input;N;
B1;612/09;Insurance corporations — reverse repo (memo);input;N;
B1;613/01;Investment funds excl. MMFs — ≤1yr;input;N;
B1;613/02;Investment funds excl. MMFs — >1yr ≤5yr;input;N;
B1;613/03;Investment funds excl. MMFs — >5yr;input;N;
B1;613/04;Investment funds excl. MMFs — total cols 01-03;input;N;
B1;613/05;Investment funds excl. MMFs — discount credit;input;N;
B1;613/06;Investment funds excl. MMFs — bills held;input;N;
B1;613/07;Investment funds excl. MMFs — fiduciary loans;input;N;
B1;613/08;Investment funds excl. MMFs — syndicated (memo);input;N;
B1;613/09;Investment funds excl. MMFs — reverse repo (memo);input;N;
B1;614/01;  of which: repos (sub 613) — ≤1yr;sub;N;
B1;614/02;  of which: repos (sub 613) — >1yr ≤5yr;sub;N;
B1;614/03;  of which: repos (sub 613) — >5yr;sub;N;
B1;614/04;  of which: repos (sub 613) — total cols 01-03;sub;N;
B1;614/05;  of which: repos (sub 613) — discount credit;sub;N;
B1;614/06;  of which: repos (sub 613) — bills held;sub;N;
B1;614/07;  of which: repos (sub 613) — fiduciary loans;sub;N;
B1;614/08;  of which: repos (sub 613) — syndicated (memo);sub;N;
B1;614/09;  of which: repos (sub 613) — reverse repo (memo);sub;N;
B1;626/01;  of which: financial trading institutions (sub 713) — ≤1yr;sub;N;
B1;626/02;  of which: financial trading institutions (sub 713) — >1yr ≤5yr;sub;N;
B1;626/03;  of which: financial trading institutions (sub 713) — >5yr;sub;N;
B1;626/04;  of which: financial trading institutions (sub 713) — total cols 01-03;sub;N;
B1;626/05;  of which: financial trading institutions (sub 713) — discount credit;sub;N;
B1;626/06;  of which: financial trading institutions (sub 713) — bills held;sub;N;
B1;626/07;  of which: financial trading institutions (sub 713) — fiduciary loans;sub;N;
B1;626/08;  of which: financial trading institutions (sub 713) — syndicated (memo);sub;N;
B1;626/09;  of which: financial trading institutions (sub 713) — reverse repo (memo);sub;N;
B1;712/01;Pension funds — ≤1yr;input;N;
B1;712/02;Pension funds — >1yr ≤5yr;input;N;
B1;712/03;Pension funds — >5yr;input;N;
B1;712/04;Pension funds — total cols 01-03;input;N;
B1;712/05;Pension funds — discount credit;input;N;
B1;712/06;Pension funds — bills held;input;N;
B1;712/07;Pension funds — fiduciary loans;input;N;
B1;712/08;Pension funds — syndicated (memo);input;N;
B1;712/09;Pension funds — reverse repo (memo);input;N;
B1;713/01;Other financial intermediaries — ≤1yr;input;N;
B1;713/02;Other financial intermediaries — >1yr ≤5yr;input;N;
B1;713/03;Other financial intermediaries — >5yr;input;N;
B1;713/04;Other financial intermediaries — total cols 01-03;input;N;
B1;713/05;Other financial intermediaries — discount credit;input;N;
B1;713/06;Other financial intermediaries — bills held;input;N;
B1;713/07;Other financial intermediaries — fiduciary loans;input;N;
B1;713/08;Other financial intermediaries — syndicated (memo);input;N;
B1;713/09;Other financial intermediaries — reverse repo (memo);input;N;
B1;130/01;Non-profit institutions — ≤1yr;input;Y;
B1;130/02;Non-profit institutions — >1yr ≤5yr;input;Y;
B1;130/03;Non-profit institutions — >5yr;input;Y;
B1;130/04;Non-profit institutions — total cols 01-03;input;Y;
B1;130/05;Non-profit institutions — discount credit;input;Y;
B1;130/06;Non-profit institutions — bills held;input;Y;
B1;130/07;Non-profit institutions — fiduciary loans;input;Y;
B1;130/08;Non-profit institutions — syndicated (memo);input;Y;
B1;130/09;Non-profit institutions — reverse repo (memo);input;Y;
B1;100/01;Domestic enterprises+households+NPIs (110+120+130) — ≤1yr;calculate;Y;
B1;100/02;Domestic enterprises+households+NPIs (110+120+130) — >1yr ≤5yr;calculate;Y;
B1;100/03;Domestic enterprises+households+NPIs (110+120+130) — >5yr;calculate;Y;
B1;100/04;Domestic enterprises+households+NPIs (110+120+130) — total cols 01-03;calculate;Y;
B1;100/05;Domestic enterprises+households+NPIs (110+120+130) — discount credit;calculate;Y;
B1;100/06;Domestic enterprises+households+NPIs (110+120+130) — bills held;calculate;Y;
B1;100/07;Domestic enterprises+households+NPIs (110+120+130) — fiduciary loans;calculate;Y;
B1;100/08;Domestic enterprises+households+NPIs (110+120+130) — syndicated (memo);calculate;Y;
B1;100/09;Domestic enterprises+households+NPIs (110+120+130) — reverse repo (memo);calculate;Y;
B1;110/01;Domestic enterprises (111+112+113+114) — ≤1yr;calculate;Y;
B1;110/02;Domestic enterprises (111+112+113+114) — >1yr ≤5yr;calculate;Y;
B1;110/03;Domestic enterprises (111+112+113+114) — >5yr;calculate;Y;
B1;110/04;Domestic enterprises (111+112+113+114) — total cols 01-03;calculate;Y;
B1;110/05;Domestic enterprises (111+112+113+114) — discount credit;calculate;Y;
B1;110/06;Domestic enterprises (111+112+113+114) — bills held;calculate;Y;
B1;110/07;Domestic enterprises (111+112+113+114) — fiduciary loans;calculate;Y;
B1;110/08;Domestic enterprises (111+112+113+114) — syndicated (memo);calculate;Y;
B1;110/09;Domestic enterprises (111+112+113+114) — reverse repo (memo);calculate;Y;
B1;120/01;Domestic households (121+122+123) — ≤1yr;calculate;Y;
B1;120/02;Domestic households (121+122+123) — >1yr ≤5yr;calculate;Y;
B1;120/03;Domestic households (121+122+123) — >5yr;calculate;Y;
B1;120/04;Domestic households (121+122+123) — total cols 01-03;calculate;Y;
B1;120/05;Domestic households (121+122+123) — discount credit;calculate;Y;
B1;120/06;Domestic households (121+122+123) — bills held;calculate;Y;
B1;120/07;Domestic households (121+122+123) — fiduciary loans;calculate;Y;
B1;120/08;Domestic households (121+122+123) — syndicated (memo);calculate;Y;
B1;120/09;Domestic households (121+122+123) — reverse repo (memo);calculate;Y;
B1;200/01;Domestic general government (210+220+230+240+250) — ≤1yr;calculate;N;
